"Lon","Lat"
7424515.57256963,5548520.86680371
7424083.33822059,5547527.58164209
7424319.80801883,5548398.47518203
7425150.04760423,5545690.51834461
7424784.95949549,5548623.51328169
7424578.40072543,5546486.29026629
7424514.56903883,5546465.36039279
7431262.77815427,5542463.47293806
7425049.34270641,5547241.64564395
7429878.24758096,5549323.16508265
7421112.19978045,5547688.28600332
7424137.39662703,5545351.9199262
7425785.70092599,5541961.55818701
7424850.31473407,5547915.1831254
7424282.04098163,5548137.81310018
7424123.01056356,5547987.49650542
7423958.44202146,5547426.7913486
7427051.07904307,5551555.52776147
7423470.57008123,5547841.24562404
7422482.72613777,5548922.17711289
7419249.50108451,5548466.55439198
7423838.84827525,5548083.94585785
7424374.19983634,5546788.95026207
7424835.73961918,5548455.90969013
7428155.17312924,5543509.93332067
7423946.27891489,5547128.82461631
7425668.49029971,5546397.54879478
7423871.51383489,5547517.1948102
7424233.80413501,5546812.14305419
7427323.36425103,5551211.28780135
7424875.58030972,5545914.97417219
7423965.03614748,5547795.01585412
7424254.57440839,5548074.76805561
7424784.95949549,5548623.51328169
7424380.05456971,5546520.40550787
7423855.16480892,5547547.73391696
7423236.2536222,5548049.93180343
7424733.24048848,5550787.98517594
7425830.65270896,5549030.74303497
7424529.61205197,5546479.50157857
7424427.2300555,5550670.88595963
7426268.52485697,5548040.20104581
7425552.89070427,5543758.71159244
7424515.57256963,5548520.86680371
7424086.01772475,5547851.66129584
7421935.07367448,5550640.23537268
7424061.8848161,5547465.43334091
7422994.58021739,5549415.0098569
7421464.5272851,5541151.75604472
7424632.2475745,5547827.38974234
7430489.0062974,5548562.28233997
7424432.0233518,5547866.82359964
7423925.93548627,5547549.63498691
7423979.57500536,5548421.59364497
7424056.46466995,5547889.88370661
7424633.4914954,5546040.05501925
7423961.42559428,5547227.38553398
7430310.44134823,5551214.14291757
7424391.42625449,5546479.1871356
7418680.98668718,5543664.72096083
7424201.04738486,5547890.11578571
7423737.29347581,5548125.19476474
7425959.24074109,5545120.63553811
7424302.27276004,5546718.28386336
7429688.68824539,5551797.03009233
7416013.63381967,5545642.82747868
7424337.73639117,5548157.04833366
7426242.29839622,5549058.04324732
7424632.2475745,5547827.38974234
7423958.04971834,5547514.72940587
7419734.78228879,5547943.73839219
7423211.99331411,5547294.27611533
7423991.83642006,5548623.19041122
7425634.77821636,5539717.96924406
7425574.36976163,5546537.49159821
7430146.63660327,5550006.29316403
7423574.0070792,5546179.75392443
7423996.15520341,5547555.80978879
7422519.1980544,5547035.22281557
7425634.77821636,5539717.96924406
7421955.18024104,5548587.5984071
7424083.33822059,5547527.58164209
7424255.43149965,5547578.40448531
7427251.40112231,5549378.05972262
7428543.02795339,5549913.01604197
7424632.2475745,5547827.38974234
7420046.23865315,5550096.80003154
7424191.89860517,5546238.02153758
7424266.09987853,5545453.23861811
7424344.95559452,5546320.15940227
7424084.22081476,5547526.18973376
7422145.41213582,5544965.39626688
7422056.68013057,5543982.33731828
7428146.76422906,5551879.87165016
7423361.18061686,5547095.52756918
7422933.16910012,5545477.86914024
7428870.83486869,5551320.99643694
7423955.6345513,5543316.73280599
7422432.98539135,5550642.36288598
7423855.16480892,5547547.73391696
7425598.81802738,5545593.96922552
7423953.12981161,5547563.15013629
7425662.64978399,5541916.50864668
7430157.04569896,5551209.50907975
7424045.63613984,5546946.23348545
7429172.44808923,5550623.40031182
7422734.27235045,5548077.0200016
7424835.7389033,5548455.90970019
7422367.51510401,5550497.41492686
7427496.20010776,5551212.83564303
7424280.26429364,5548002.12903986
7423744.96629111,5547737.73661288
7427044.9748854,5551556.8792374
7424009.50931252,5549939.0556003
7423955.6345513,5543316.73280599
7420569.1882679,5543405.18270563
7424843.70587017,5543844.70514627
7424321.49468604,5547984.29994398
7425132.32021477,5548003.84759041
7427484.83922953,5551430.88171907
7429681.98506966,5551120.52440081
7424812.91265817,5548492.4092813
7427336.54852091,5543025.33344675
7420569.1882679,5543405.18270563
7424708.17659487,5546852.01185972
7423514.44591923,5547202.58209156
7423182.94343273,5546706.64280738
7431012.02480764,5548912.10594173
7422951.93255676,5548704.0298209
7424514.56903883,5546465.36039279
7423373.37597768,5546068.22015833
7424728.02191901,5545939.52871399
7424514.5653651,5546719.00951352
7416649.13776778,5547751.94626443
7422402.01957951,5542609.26939785
7424056.46466995,5547889.88370661
7423499.66831573,5545770.4733637
7424672.58518764,5547082.46982508
7424433.70718382,5546439.5702135
7431535.02399253,5549336.28403841
7424762.56890633,5548229.33147787
7423188.31905686,5547979.20969029
7423946.96503312,5547630.89218779
7421628.23396398,5543904.6798669
7423709.55995366,5544688.65893102
7431637.29879266,5549614.22376917
7424098.22406432,5550814.16025477
7423373.25981842,5547187.77470587
7423425.78876869,5545804.71277091
7423875.29225485,5547729.98924544
7423929.1129064,5547502.78524867
7423885.67201055,5547557.66078397
7430026.87004063,5542851.505148
7423541.36481593,5547257.56865047
7430319.2359892,5550668.29967132
7430111.05283004,5551282.19515265
7425674.0444029,5547121.68378737
7423925.93548627,5547549.63498691
7424677.5306477,5546517.84022224
7427336.7813854,5542952.76620969
7430266.2146772,5551776.02352866
7423871.51383489,5547517.1948102
7426774.12674709,5548698.21034513
7424210.46603512,5549401.23035334
7421918.50270591,5548963.76469818
7427675.9994143,5551033.26572526
7424084.67022215,5548479.22770256
7424262.89404674,5547547.42066642
7423866.70973547,5548155.92481158
7424433.70718382,5546439.5702135
7423854.07209453,5547912.10777007
7423737.29347581,5548125.19476474
7424152.33422511,5548041.23153994
7426580.01280577,5542057.74541619
7427751.75491568,5551155.55454183
7427675.9994143,5551033.26572526
7424903.18431302,5547932.41711868
7430880.23559765,5550144.96005626
7423239.44877459,5548180.27180493
7423859.68595564,5549292.36194836
7432937.89487588,5551456.52479295
7421652.99482763,5549316.74385754
7423491.39024732,5550393.95654023
7421556.05916141,5541669.02094724
7427233.68927035,5548553.03882265
7423855.16480892,5547547.73391696
7424009.50931252,5549939.0556003
7424733.24048848,5550787.98517594
7423958.44202146,5547426.7913486
7423435.67290842,5548532.67486376
7423972.51027812,5548142.92993582
7423146.1995283,5547204.45689231
7423243.4217743,5546756.0915568
7424282.04098163,5548137.81310018
7422008.90234549,5541232.48999934
7431587.54996908,5548332.64441151
7425755.37976792,5548435.98339893
7423871.51383489,5547517.1948102
7424438.26326274,5548425.0188565
7432914.47111908,5551370.74121937
7422484.16207752,5547126.59557856
7423925.93548627,5547549.63498691
7423788.84026436,5547807.57140609
7422705.11495559,5545990.52198043
7424499.21412597,5546460.49441465
7423665.51285186,5547530.85695678
7419851.64011991,5550038.82390017
7423971.78367954,5548443.89250382
7430794.58101224,5549461.93066502
7425901.49915386,5546412.86585007
7432071.29759117,5549624.25202308
7424838.40508284,5546743.499581
7425797.09000022,5546355.75139938
7422933.16910012,5545477.86914024
7428860.24010546,5542685.81515641
7426567.18230121,5551452.36976259
7424360.84121338,5543652.5027537
7423461.97517019,5549418.95591352
7426544.87881471,5548023.43854888
7420569.1882679,5543405.18270563
7419586.57614839,5549679.86825219
7422929.80661355,5545480.68521884
7423943.1499856,5550151.15625361
7423486.13975537,5546058.77126284
7430715.11626435,5549431.94555674
7424665.0182128,5547104.83220869
7423886.43993698,5547498.32625072
7424633.51084217,5546560.19616998
7424741.60622947,5547608.16381436
7424716.03310084,5546543.73137485
7424435.59382534,5545719.38408967
7422861.35862978,5547267.34895868
7424841.83577921,5547405.75468874
7426566.10601636,5542136.67056077
7429185.70103293,5552181.47973773
7422769.11052786,5546850.74506195
7423942.91187252,5547547.58262463
7423598.1295291,5547144.25321677
7430823.44930275,5549040.65886382
7423758.29386294,5547589.93778342
7422935.91996555,5549400.64492119
7431182.07097714,5548859.3030103
7423808.00381073,5547394.00194786
7424674.80170672,5549546.79507797
7422402.55675401,5548898.03116076
7423987.73642189,5547784.90407456
7430709.47878791,5550058.7587197
7424232.0212319,5546354.36596836
7424766.61565319,5546573.43313957
7422404.20369163,5550194.13913859
7424351.35999817,5548340.11469037
7424463.19695284,5548587.37509183
7423639.76419421,5547283.50201992
7424287.44022577,5548129.72734412
7424064.78505867,5547481.21394299
7422828.17133795,5549821.55240094
7424784.95949549,5548623.51328169
7423457.75205173,5547865.03992722
7423213.93536643,5546421.43561742
7424153.72783463,5548021.74575935
7424626.61006828,5547833.26146082
7427051.07902788,5551555.52664928
7424596.44884358,5547533.15477677
7428650.98229923,5550041.48345848
7423924.58984779,5546888.1444403
7424892.05123114,5547234.72956205
7423929.11360659,5547502.78412631
7423871.51383489,5547517.1948102
7423924.58984779,5546888.1444403
7421662.91378595,5550695.48457195
7424821.98315031,5546140.21132218
7424399.45493747,5547933.69440603
7424261.73964221,5548389.43340684
7425789.75467969,5550599.64478007
7423982.85251643,5547778.85522637
7423805.19596846,5546824.66495673
7423806.1722706,5546912.80043121
7424012.1605684,5547528.34959371
7423277.91240612,5551569.11489952
7424843.70587017,5543844.70514627
7423758.29386294,5547589.93778342
7423630.0951764,5547725.41890418
7429333.66240182,5550583.60987453
7423457.75205173,5547865.03992722
7425902.57461239,5548241.8352463
7425577.77177678,5543207.49134523
7429337.67229357,5552150.82338269
7424468.30153768,5548348.93424051
7424433.70718382,5546439.5702135
7424432.0233518,5547866.82359964
7424384.67074117,5547243.23961132
7424816.90409868,5541247.09966236
7430715.11626435,5549431.94555674
7429376.29380074,5551180.16490952
7422212.16504923,5548650.79771223
7430794.58101224,5549461.93066502
7423601.58146308,5551537.97060643
7423959.70025698,5547309.0718658
7429666.564491,5547761.54466018
7424529.61205197,5546479.50157857
7424598.5299078,5547081.6150891
7430794.58101224,5549461.93066502
7423886.43993698,5547498.32625072
7423639.76419421,5547283.50201992
7425051.96501486,5550451.96525284
7423504.09805281,5547559.96370572
7424012.1605684,5547528.34959371
7423986.07855994,5550252.14227267
7424027.86489056,5547527.03418566
7430448.86888872,5550671.79934731
7429681.98506966,5551120.52440081
7423963.1101853,5547199.1709741
7429095.71171408,5550206.60925222
7432022.34410022,5552607.7879521
7425153.13081473,5542283.36508451
7424438.26326274,5548425.0188565
7422145.41213582,5544965.39626688
7425138.81351631,5546095.56081019
7428017.93961805,5551109.87946934
7430341.21833641,5550760.09506211
7423955.6345513,5543316.73280599
7426869.3541232,5550870.15929664
7423885.67201055,5547557.66078397
7423885.67201055,5547557.66078397
7422145.41213582,5544965.39626688
7424438.26326274,5548425.0188565
7423958.04971834,5547514.72940587
7425946.53632537,5546405.87403871
7423598.1295291,5547144.25321677
7423617.83510225,5547070.05010807
7424028.35091258,5545355.68208826
7424784.95949549,5548623.51328169
7430266.21539262,5551776.02351933
7422300.38215024,5547325.35435897
7423805.19596846,5546824.66495673
7430504.78413882,5548811.31569252
7425574.36976163,5546537.49159821
7424012.1605684,5547528.34959371
7430739.2520433,5550163.49278947
7431884.80948192,5549122.94197998
7426859.50234027,5547691.1814865
7423499.79485779,5547183.80382481
7424226.60499648,5548371.20475989
7432157.08526103,5548629.17411079
7425705.63605128,5547028.29528632
7426530.73371329,5542151.74428473
7423118.81546695,5546723.616888
7425043.99901093,5548806.87176684
7427294.76042403,5548440.83214983
7424638.89345836,5544070.28261997
7423882.57906995,5547481.15442776
7431070.75398058,5548979.16465655
7429626.78577733,5547965.55896876
7423015.60836685,5547088.15825406
7423246.14941999,5548065.22229954
7423860.6550392,5547395.87548725
7425493.38927435,5552262.83178641
7427216.37124987,5548561.8043008
7424097.72517329,5547934.47410869
7423988.98517222,5547787.11114764
7423112.2371922,5546179.4358844
7426697.53314976,5542436.36767113
7423913.66581097,5547251.40165747
7426103.90724346,5550048.62335562
7432510.85908423,5550962.78363804
7424546.15104217,5545813.82935013
7430242.91685906,5549783.24484147
7423592.9922257,5547898.65367885
7429342.43429739,5542772.29264116
7431587.54996908,5548332.64441151
7423685.09527766,5548384.18861095
7422854.89692105,5549006.12126244
7428240.46556527,5550466.32878386
7423057.49461341,5546374.23239635
7424578.40072543,5546486.29026629
7424772.49734451,5548861.96588117
7420046.23865315,5550096.80003154
7422404.20439113,5550194.13801602
7424287.94924177,5548130.276343
7423924.58984779,5546888.1444403
7423855.16480892,5547547.73391696
7423925.93477027,5547549.63499709
7429681.98506966,5551120.52440081
7426604.80329111,5550614.8034223
7441145.06521452,5546556.69420405
7423761.53387447,5548293.6018053
7429268.14369284,5551451.81455421
7424361.53730297,5548033.67064644
7430460.972759,5548609.18421998
7424206.04284838,5547622.12070374
7423861.89276833,5545875.49735547
7430794.58101224,5549461.93066502
7425045.0149763,5537813.9197023
7423924.58984779,5546888.1444403
7424949.65262237,5548746.71453724
7422113.76979628,5550798.4346793
7424342.10288617,5547777.21097477
7424029.47204903,5548252.85756752
7431214.21503392,5549964.09887884
7426679.50083308,5547479.98224569
7428107.85690921,5542547.24755853
7428388.93264751,5545751.5246919
7423526.32965032,5547228.23459003
7424708.17587877,5546852.01186979
7417789.49679004,5548535.34405353
7423987.73642189,5547784.90407456
7425490.40010382,5547282.23640461
7422250.18201287,5549183.28931692
7423925.12060638,5547552.31079074
7426842.57615326,5550838.58767745
7426566.10601636,5542136.67056077
7424208.03210848,5547664.97579795
7426869.3541232,5550870.15929664
7423625.53673804,5547193.20172733
7423653.45484973,5547331.39386064
7423987.73642189,5547784.90407456
7428677.47056103,5548714.14109245
7424110.88109575,5547840.1711045
7431722.4660723,5548918.57922279
7423153.09372681,5548073.26283253
7421930.00174337,5543217.39297087
7422719.64500462,5548510.2801227
7424797.47299127,5542649.01464537
7427294.23944175,5542912.48549324
7421823.97159213,5550641.08943875
7424438.26326274,5548425.0188565
7424891.65683156,5548420.55730732
7423269.94724132,5546088.01650052
7422474.26889668,5548956.78243362
7430111.05283004,5551282.19515265
7424664.95451466,5546666.43953343
7424072.4232582,5547956.65638861
7429112.38336513,5541992.90324337
7424793.18990333,5546789.78335311
7424358.4522113,5548315.194361
7423269.94724132,5546088.01650052
7424684.67528686,5547801.47321354
7431557.08095391,5549145.42519448
7423925.93548627,5547549.63498691
7423946.27891489,5547128.82461631
7431070.75398058,5548979.16465655
7441200.5747727,5546590.51396431
7418810.25055643,5548121.39066788
7425634.77821636,5539717.96924406
7421652.56999239,5548407.70456551
7422318.77497367,5548767.0032044
7423350.03393871,5547239.34386859
7424391.42625449,5546479.1871356
7424380.05456971,5546520.40550787
7430288.69620698,5551060.13446374
7423953.42325311,5547918.55589915
7424391.42625449,5546479.1871356
7424563.35957368,5546383.69288446
7423855.16480892,5547547.73391696
7430898.74610046,5548679.91484542
7425097.34104171,5548451.71916305
7428422.5304934,5551320.39499688
7420346.09520974,5542619.26680666
7423639.76419421,5547283.50201992
7425598.36526071,5545845.91548148
7423269.55680642,5550927.99940607
7424717.87158008,5546542.03691017
7428543.02795339,5549913.01604197
7424232.0212319,5546354.36596836
7430052.06802577,5550080.21724927
7423982.85251643,5547778.85522637
7424432.64336124,5546939.50061357
7422920.18507365,5549279.65952116
7424515.57256963,5548520.86680371
7424556.24917525,5546497.48511777
7424282.04098163,5548137.81310018
7423746.47541943,5548858.42937282
7423856.70097526,5547717.00281008
7423419.06714687,5548532.17952518
7423512.28333967,5547694.03893337
7427266.43116619,5548508.67172456
7427778.7567172,5545330.62710509
7424229.73452559,5548316.69805283
7425247.25932961,5543719.47900151
7429007.44278738,5547515.06227007
7423739.93408868,5547579.33010631
7425355.08498276,5546147.34160004
7424113.27382501,5547969.51683833
7424178.57020023,5548500.52991495
7421621.4691303,5548414.27965014
7421193.65141762,5550455.39525106
7423925.93477027,5547549.63499709
7423885.67201055,5547557.66078397
7424261.73964221,5548389.43340684
7425956.27742664,5546402.89375695
7430794.58101224,5549461.93066502
7423946.27891489,5547128.82461631
7424215.74509549,5545196.20086421
7423885.67201055,5547557.66078397
7425174.00087131,5546279.94843543
7423337.32203638,5544140.85376009
7421103.04143834,5543301.34593085
7423741.96124389,5548126.12938729
7420387.62039705,5549620.93578405
7432313.90313571,5551594.40590151
7424862.53708282,5547583.26488347
7420777.09298396,5549927.54267024
7423101.95564849,5545726.90203458
7423925.12060638,5547552.31079074
7426749.46251574,5547350.0897119
7423737.29347581,5548125.19476474
7423332.04224489,5546049.02340785
7418291.9033723,5548231.78998435
7424622.85068772,5546600.17810359
7430252.35582356,5550016.65955995
7423958.44202146,5547426.7913486
7424651.44415017,5545726.48444771
7423188.31905686,5547979.20969029
7424000.24523359,5547293.64962083
7429527.65212554,5549261.37388461
7424083.33822059,5547527.58164209
7424843.70587017,5543844.70514627
7427114.20646107,5544783.55017467
7429463.50247008,5550214.5748555
7423158.76680475,5547966.50430623
7425089.48675295,5540548.99549772
7423487.84867139,5548528.00139649
7423838.84827525,5548083.94585785
7424032.18348197,5546991.34897815
7432147.02412467,5549159.58918253
7423490.33227157,5547129.44329871
7425864.41406749,5542479.25799943
7424362.99931176,5546806.33858956
7430794.58101224,5549461.93066502
7424835.73961918,5548455.90969013
7423891.53515403,5548633.48270738
7423885.67201055,5547557.66078397
7423849.15598433,5547745.28194947
7424578.40072543,5546486.29026629
7423987.73642189,5547784.90407456
7424515.57185375,5548520.86681381
7424344.95559452,5546320.15940227
7423932.62081855,5545716.965307
7425138.81423251,5546095.56080017
7430157.04569896,5551209.50907975
7422959.32525799,5547031.62013433
7423269.55680642,5550927.99940607
7424261.73964221,5548389.43340684
7423483.65239563,5550850.89302118
7428866.39510734,5551628.40916358
7422145.41213582,5544965.39626688
7424416.08976822,5546946.37990722
7421043.74863174,5549028.58538722
7427423.5701436,5548289.43150558
7430414.21471333,5549637.11497114
7425749.4933653,5550897.91455214
7424849.45419687,5548525.0075684
7427403.46881347,5549118.67062835
7428966.92495316,5542145.16084148
7422186.02891834,5548038.96415712
7424261.73964221,5548389.43340684
7424515.57256963,5548520.86680371
7420618.77678983,5541834.52519347
7431472.89190933,5550005.14502194
7423989.05322894,5547434.52923144
7422325.10715867,5546812.1897939
7424257.53580784,5547698.61024979
7423952.30069183,5545867.88929258
7424977.00426424,5547351.61589272
7424657.01380268,5545754.36069222
7423639.76419421,5547283.50201992
7423942.18772313,5545736.34428614
7424170.55233623,5547679.59108572
7414345.03006279,5543124.35844912
7429681.98506966,5551120.52440081
7423021.26513621,5545877.82429413
7430709.47878791,5550058.7587197
7423925.12060638,5547552.31079074
7424514.56903883,5546465.36039279
7422562.51839048,5549322.66949466
7424469.28152031,5548142.17410648
7426277.11078176,5547814.71442137
7423685.95442751,5547261.9186147
7427675.9994143,5551033.26572526
7424282.04098163,5548137.81310018
7423441.45304727,5548179.6739272
7425704.52316795,5545607.44400825
7420165.44880876,5550376.49598223
7422191.2234081,5547051.8412958
7423880.62646887,5547947.39256926
7431926.01357759,5549175.24386348
7424606.39434171,5547032.04013626
7431997.80482471,5549163.46920052
7423639.76419421,5547283.50201992
7422697.03539337,5547902.18912315
7423573.99623952,5548225.13498111
7426693.2668621,5550000.53949709
7419524.25251377,5542117.29521786
7423885.67201055,5547557.66078397
7424442.67898853,5546360.94458748
7424176.149969,5548119.16068162
7423757.15445388,5547698.02565745
7424026.9129198,5547747.90064544
7429542.73432224,5550873.66994965
7429976.11181672,5550551.8834613
7424259.12036813,5545435.15180084
7420163.40146642,5549882.70470725
7422929.80661355,5545480.68521884
7424981.73421665,5547123.56610639
7423174.41869373,5546695.68001246
7427266.43116619,5548508.67172456
7427577.57941911,5551246.73925738
7424342.42896925,5546570.04991174
7424981.73421665,5547123.56610639
7431327.92512176,5550772.27439583
7425507.64277398,5548980.90531548
7423412.21590883,5547926.37924174
7420546.22938877,5549130.58407243
7423243.42107414,5546756.09267925
7423912.88522544,5547813.88958254
7425004.87535957,5543148.65976497
7424208.21664213,5547688.11124296
7423930.70119524,5547928.90398203
7424437.31630341,5545761.8835698
7425534.43984528,5543636.00525277
7424067.86865349,5546906.77573128
7421491.52162093,5548006.72870431
7423996.15520341,5547555.80978879
7423741.96124389,5548126.12938729
7433060.6460717,5551428.78704354
7424514.56903883,5546465.36039279
7424020.85790647,5548231.17671113
7424215.97831959,5548190.47559018
7425901.49915386,5546412.86585007
7424438.26326274,5548425.0188565
7423625.53673804,5547193.20172733
7421964.7138242,5548948.29832172
7425789.75467969,5550599.64478007
